path,loc,cc
src\transformers\generation\continuous_batching\requests.py,117,25
src\transformers\models\imagegpt\image_processing_imagegpt_fast.py,113,25
src\transformers\models\longformer\tokenization_longformer_fast.py,112,25
src\transformers\models\roberta\tokenization_roberta_fast.py,112,25
src\transformers\models\swin2sr\image_processing_swin2sr.py,110,25
src\transformers\training_args_tf.py,104,25
src\transformers\models\superpoint\image_processing_superpoint_fast.py,102,25
src\transformers\models\llava\processing_llava.py,101,25
tests\generation\test_flash_attention_parity.py,94,25
src\transformers\models\internvl\video_processing_internvl.py,91,25
src\transformers\models\hunyuan_v1_moe\configuration_hunyuan_v1_moe.py,89,25
src\transformers\sagemaker\training_args_sm.py,85,25
src\transformers\models\hunyuan_v1_dense\configuration_hunyuan_v1_dense.py,82,25
src\transformers\models\blip_2\processing_blip_2.py,77,25
src\transformers\models\deprecated\mctct\processing_mctct.py,70,25
src\transformers\quantizers\quantizer_compressed_tensors.py,68,25
tests\models\aria\test_modeling_aria.py,418,24
tests\models\ovis2\test_modeling_ovis2.py,300,24
tests\utils\test_video_utils.py,245,24
tests\models\pop2piano\test_feature_extraction_pop2piano.py,199,24
tests\models\cpmant\test_modeling_cpmant.py,183,24
src\transformers\models\bridgetower\image_processing_bridgetower_fast.py,181,24
tests\models\dia\test_processing_dia.py,180,24
tests\models\pop2piano\test_processing_pop2piano.py,180,24
src\transformers\models\kosmos2_5\image_processing_kosmos2_5.py,179,24
src\transformers\models\clvp\configuration_clvp.py,171,24
tests\quantization\aqlm_integration\test_aqlm.py,168,24
tests\models\shieldgemma2\test_processing_shieldgemma2.py,165,24
src\transformers\models\mobilenet_v2\image_processing_mobilenet_v2_fast.py,155,24
src\transformers\models\beit\image_processing_beit_fast.py,147,24
tests\models\prophetnet\test_tokenization_prophetnet.py,146,24
tests\models\swin2sr\test_image_processing_swin2sr.py,133,24
src\transformers\models\falcon_h1\configuration_falcon_h1.py,132,24
tests\models\cohere2_vision\test_image_processing_cohere2_vision.py,131,24
src\transformers\models\aya_vision\processing_aya_vision.py,127,24
src\transformers\models\blenderbot\tokenization_blenderbot_fast.py,113,24
src\transformers\models\cohere2_vision\processing_cohere2_vision.py,109,24
src\transformers\models\granitemoeshared\modular_granitemoeshared.py,99,24
src\transformers\models\ovis2\processing_ovis2.py,92,24
src\transformers\models\chameleon\processing_chameleon.py,91,24
src\transformers\models\mpnet\tokenization_mpnet_fast.py,89,24
src\transformers\models\reformer\tokenization_reformer.py,85,24
src\transformers\pipelines\zero_shot_audio_classification.py,79,24
src\transformers\quantizers\quantizer_bitnet.py,78,24
src\transformers\models\helium\modular_helium.py,75,24
src\transformers\models\janus\processing_janus.py,68,24
tests\models\blt\test_modeling_blt.py,450,23
tests\models\cohere2_vision\test_modeling_cohere2_vision.py,374,23
tests\utils\test_chat_template_utils.py,322,23
tests\models\evolla\test_processing_evolla.py,231,23
tests\models\lfm2_vl\test_modeling_lfm2_vl.py,226,23
tests\models\clvp\test_tokenization_clvp.py,211,23
tests\models\cohere2\test_modeling_cohere2.py,193,23
src\transformers\onnx\__main__.py,192,23
tests\models\cohere\test_modeling_cohere.py,190,23
benchmark\benchmark.py,188,23
examples\legacy\multiple_choice\run_multiple_choice.py,167,23
src\transformers\models\sam2_video\configuration_sam2_video.py,165,23
src\transformers\models\kosmos2_5\image_processing_kosmos2_5_fast.py,164,23
tests\models\vivit\test_image_processing_vivit.py,160,23
src\transformers\models\owlv2\modular_owlv2.py,153,23
tests\models\granite_speech\test_processing_granite_speech.py,151,23
tests\models\bridgetower\test_processing_bridgetower.py,150,23
src\transformers\models\segformer\image_processing_segformer_fast.py,149,23
tests\models\bart\test_tokenization_bart.py,145,23
src\transformers\models\gpt_neo\configuration_gpt_neo.py,144,23
tests\models\mvp\test_tokenization_mvp.py,144,23
src\transformers\models\qwen3_vl_moe\configuration_qwen3_vl_moe.py,138,23
tests\models\parakeet\test_feature_extraction_parakeet.py,138,23
src\transformers\models\glm4v\configuration_glm4v.py,132,23
src\transformers\models\seed_oss\modular_seed_oss.py,130,23
src\transformers\models\efficientnet\image_processing_efficientnet_fast.py,127,23
tests\models\sam\test_processing_sam.py,112,23
src\transformers\models\shieldgemma2\processing_shieldgemma2.py,111,23
src\transformers\models\codegen\tokenization_codegen_fast.py,108,23
src\transformers\models\smollm3\configuration_smollm3.py,94,23
src\transformers\models\bert_generation\tokenization_bert_generation.py,88,23
src\transformers\models\pix2struct\processing_pix2struct.py,82,23
src\transformers\models\wav2vec2_bert\processing_wav2vec2_bert.py,74,23
src\transformers\integrations\sdpa_attention.py,65,23
src\transformers\integrations\hqq.py,63,23
utils\create_dependency_mapping.py,52,23
tests\models\mllama\test_processing_mllama.py,340,22
tests\models\sam2\test_image_processing_sam2.py,191,22
tests\trainer\test_trainer_fsdp.py,164,22
utils\collated_reports.py,151,22
tests\models\videomae\test_image_processing_videomae.py,151,22
src\transformers\models\dpt\configuration_dpt.py,142,22
tests\models\efficientnet\test_image_processing_efficientnet.py,140,22
tests\models\vits\test_tokenization_vits.py,137,22
src\transformers\models\gemma3\configuration_gemma3.py,135,22
utils\get_test_reports.py,126,22
tests\models\owlv2\test_image_processing_owlv2.py,126,22
tests\models\omdet_turbo\test_processing_omdet_turbo.py,125,22
src\transformers\loss\loss_utils.py,119,22
src\transformers\models\chameleon\configuration_chameleon.py,119,22
src\transformers\models\llava\image_processing_llava_fast.py,116,22
src\transformers\data\datasets\glue.py,115,22
tests\quantization\higgs\test_higgs.py,113,22
src\transformers\models\maskformer\configuration_maskformer.py,112,22
src\transformers\models\zoedepth\configuration_zoedepth.py,107,22
utils\release.py,95,22
src\transformers\models\idefics\perceiver_tf.py,89,22
src\transformers\models\idefics\perceiver.py,80,22
.github\scripts\assign_reviewers.py,78,22
utils\pr_slow_ci_models.py,77,22
src\transformers\data\processors\xnli.py,59,22
examples\pytorch\test_accelerate_examples.py,318,21
tests\models\idefics3\test_processing_idefics3.py,316,21
tests\models\rag\test_retrieval_rag.py,276,21
tests\models\got_ocr2\test_modeling_got_ocr2.py,232,21
tests\models\longformer\test_tokenization_longformer.py,228,21
tests\models\roberta\test_tokenization_roberta.py,228,21
tests\models\csm\test_processing_csm.py,193,21
tests\models\ministral\test_modeling_ministral.py,192,21
tests\models\decision_transformer\test_modeling_decision_transformer.py,185,21
src\transformers\models\m2m_100\configuration_m2m_100.py,164,21
src\transformers\models\glm4_moe\modular_glm4_moe.py,157,21
tests\quantization\spqr_integration\test_spqr.py,153,21
src\transformers\models\glm4v\image_processing_glm4v_fast.py,152,21
tests\models\timesfm\test_modeling_timesfm.py,150,21
src\transformers\models\glm4v_moe\configuration_glm4v_moe.py,148,21
src\transformers\models\detr\configuration_detr.py,145,21
src\transformers\models\conditional_detr\configuration_conditional_detr.py,142,21
src\transformers\models\table_transformer\configuration_table_transformer.py,142,21
src\transformers\models\idefics\configuration_idefics.py,133,21
src\transformers\models\deprecated\deta\configuration_deta.py,129,21
tests\models\blip\test_modeling_blip_text.py,129,21
src\transformers\models\moshi\configuration_moshi.py,128,21
tests\pipelines\test_pipelines_feature_extraction.py,128,21
src\transformers\models\bloom\configuration_bloom.py,125,21
tests\quantization\vptq_integration\test_vptq.py,124,21
utils\download_glue_data.py,120,21
tests\models\myt5\test_tokenization_myt5.py,114,21
tests\models\glpn\test_image_processing_glpn.py,109,21
src\transformers\models\qwen3\modular_qwen3.py,101,21
tests\models\blip\test_image_processing_blip.py,101,21
src\transformers\models\mt5\configuration_mt5.py,100,21
src\transformers\models\umt5\configuration_umt5.py,100,21
tests\quantization\eetq_integration\test_eetq.py,100,21
examples\legacy\seq2seq\old_test_seq2seq_examples.py,94,21
src\transformers\models\vision_encoder_decoder\configuration_vision_encoder_decoder.py,91,21
src\transformers\models\video_llava\processing_video_llava.py,83,21
src\transformers\models\deprecated\vit_hybrid\configuration_vit_hybrid.py,82,21
src\transformers\models\deformable_detr\modular_deformable_detr.py,78,21
tests\trainer\test_trainer_tpu.py,76,21
src\transformers\integrations\mistral.py,75,21
src\transformers\models\timm_wrapper\configuration_timm_wrapper.py,53,21
tests\test_image_transforms.py,442,20
tests\models\olmo3\test_modeling_olmo3.py,213,20
tests\pipelines\test_pipelines_image_to_text.py,209,20
tests\models\auto\test_image_processing_auto.py,189,20
tests\models\bitnet\test_modeling_bitnet.py,189,20
tests\utils\test_backbone_utils.py,170,20
tests\models\deepseek_v2\test_modeling_deepseek_v2.py,169,20
tests\models\vitpose\test_image_processing_vitpose.py,163,20
tests\models\owlvit\test_processing_owlvit.py,162,20
tests\models\mlcd\test_modeling_mlcd.py,150,20
src\transformers\models\owlvit\configuration_owlvit.py,147,20
src\transformers\models\deformable_detr\configuration_deformable_detr.py,137,20
src\transformers\models\tvp\image_processing_tvp_fast.py,130,20
src\transformers\models\xcodec\configuration_xcodec.py,97,20
tests\models\musicgen\test_processing_musicgen.py,94,20
tests\models\poolformer\test_image_processing_poolformer.py,94,20
src\transformers\models\longt5\configuration_longt5.py,93,20
src\transformers\models\t5\configuration_t5.py,91,20
utils\patch_helper.py,88,20
src\transformers\models\internvl\configuration_internvl.py,87,20
src\transformers\models\deprecated\realm\tokenization_realm_fast.py,87,20
examples\legacy\seq2seq\run_eval_search.py,86,20
src\transformers\pipelines\image_feature_extraction.py,58,20
utils\check_doc_toc.py,56,20
tests\utils\test_skip_decorators.py,51,20
utils\compare_test_runs.py,46,20
tests\models\qwen3\test_modeling_qwen3.py,376,19
tests\models\qwen2_moe\test_modeling_qwen2_moe.py,177,19
tests\models\deberta_v2\test_tokenization_deberta_v2.py,171,19
tests\models\qwen2\test_tokenization_qwen2.py,162,19
tests\models\qwen3_moe\test_modeling_qwen3_moe.py,162,19
src\transformers\models\bark\generation_configuration_bark.py,146,19
tests\utils\test_model_output.py,137,19
src\transformers\modeling_flax_outputs.py,129,19
tests\models\ernie4_5_moe\test_modeling_ernie4_5_moe.py,126,19
examples\legacy\question-answering\run_squad_trainer.py,122,19
tests\models\mgp_str\test_processing_mgp_str.py,122,19
src\transformers\models\mimi\configuration_mimi.py,121,19
src\transformers\models\emu3\configuration_emu3.py,116,19
src\transformers\models\zamba2\configuration_zamba2.py,113,19
src\transformers\models\qwen3_vl\configuration_qwen3_vl.py,109,19
src\transformers\models\depth_pro\image_processing_depth_pro_fast.py,105,19
tests\models\musicgen_melody\test_processing_musicgen_melody.py,99,19
src\transformers\models\cpm\tokenization_cpm_fast.py,98,19
src\transformers\models\fastspeech2_conformer\tokenization_fastspeech2_conformer.py,95,19
tests\models\sam2_video\test_processor_sam2_video.py,95,19
src\transformers\models\bitnet\modular_bitnet.py,89,19
src\transformers\models\trocr\processing_trocr.py,85,19
src\transformers\models\qwen3\configuration_qwen3.py,84,19
src\transformers\models\efficientloftr\configuration_efficientloftr.py,82,19
src\transformers\models\phi4_multimodal\processing_phi4_multimodal.py,81,19
src\transformers\models\qwen2\configuration_qwen2.py,80,19
src\transformers\models\pop2piano\processing_pop2piano.py,78,19
utils\get_pr_run_slow_jobs.py,76,19
src\transformers\models\conditional_detr\modular_conditional_detr.py,74,19
src\transformers\data\metrics\__init__.py,71,19
src\transformers\pipelines\depth_estimation.py,70,19
src\transformers\models\grounding_dino\modular_grounding_dino.py,63,19
src\transformers\models\deepseek_vl_hybrid\processing_deepseek_vl_hybrid.py,62,19
src\transformers\models\deepseek_vl\processing_deepseek_vl.py,60,19
src\transformers\models\dia\tokenization_dia.py,60,19
tests\utils\test_versions_utils.py,51,19
tests\utils\import_structures\import_structure_raw_register.py,47,19
examples\modular-transformers\modular_multimodal2.py,35,19
tests\models\reformer\test_tokenization_reformer.py,297,18
tests\pipelines\test_pipelines_image_classification.py,241,18
tests\models\qwen3_vl\test_modeling_qwen3_vl.py,232,18
tests\models\cohere\test_tokenization_cohere.py,222,18
src\transformers\models\bark\configuration_bark.py,185,18
src\transformers\integrations\hub_kernels.py,182,18
tests\models\auto\test_video_processing_auto.py,174,18
src\transformers\models\omdet_turbo\configuration_omdet_turbo.py,155,18
tests\models\got_ocr2\test_image_processing_got_ocr2.py,151,18
src\transformers\models\grounding_dino\configuration_grounding_dino.py,150,18
tests\models\falcon\test_modeling_falcon.py,149,18
tests\utils\test_hub_utils.py,147,18
tests\models\idefics\test_processing_idefics.py,142,18
tests\models\trocr\test_modeling_trocr.py,134,18
src\transformers\models\gpt2\configuration_gpt2.py,133,18
tests\models\clip\test_tokenization_clip.py,131,18
src\transformers\models\dab_detr\configuration_dab_detr.py,124,18
src\transformers\models\codegen\configuration_codegen.py,123,18
src\transformers\models\gptj\configuration_gptj.py,121,18
src\transformers\models\granitemoehybrid\configuration_granitemoehybrid.py,112,18
tests\models\dbrx\test_modeling_dbrx.py,111,18
src\transformers\models\informer\configuration_informer.py,108,18
src\transformers\models\fuyu\configuration_fuyu.py,107,18
tests\models\speech_to_text\test_tokenization_speech_to_text.py,102,18
src\transformers\models\layoutlmv3\image_processing_layoutlmv3_fast.py,95,18
tests\models\layoutlmv3\test_image_processing_layoutlmv3.py,87,18
tests\models\sam2\test_processor_sam2.py,87,18
src\transformers\models\olmo\configuration_olmo.py,84,18
src\transformers\models\rembert\tokenization_rembert_fast.py,84,18
src\transformers\models\olmo2\configuration_olmo2.py,82,18
src\transformers\commands\run.py,80,18
src\transformers\models\granite_speech\configuration_granite_speech.py,78,18
src\transformers\models\xglm\tokenization_xglm_fast.py,75,18
src\transformers\models\ovis2\configuration_ovis2.py,74,18
src\transformers\utils\versions.py,66,18
.circleci\parse_test_outputs.py,61,18
src\transformers\models\sam2_video\video_processing_sam2_video.py,59,18
tests\models\blenderbot\test_tokenization_blenderbot.py,49,18
src\transformers\distributed\configuration_utils.py,41,18
tests\pipelines\test_pipelines_object_detection.py,246,17
tests\models\flava\test_processing_flava.py,152,17
tests\models\speecht5\test_tokenization_speecht5.py,151,17
tests\models\auto\test_feature_extraction_auto.py,129,17
tests\models\deberta\test_tokenization_deberta.py,127,17
tests\models\splinter\test_tokenization_splinter.py,126,17
src\transformers\models\vitmatte\image_processing_vitmatte_fast.py,122,17
tests\models\speecht5\test_processing_speecht5.py,117,17
src\transformers\models\textnet\image_processing_textnet_fast.py,111,17
tests\models\marian\test_tokenization_marian.py,111,17
tests\models\gemma3n\test_processing_gemma3n.py,108,17
src\transformers\models\longcat_flash\configuration_longcat_flash.py,104,17
tests\models\textnet\test_image_processing_textnet.py,99,17
tests\models\gpt_neox_japanese\test_tokenization_gpt_neox_japanese.py,98,17
tests\models\modernbert_decoder\test_modeling_modernbert_decoder.py,97,17
tests\models\bit\test_image_processing_bit.py,96,17
tests\models\clip\test_image_processing_clip.py,96,17
tests\models\dinov3_vit\test_image_processing_dinov3_vit_fast.py,96,17
tests\models\siglip\test_image_processing_siglip.py,94,17
src\transformers\models\deberta\configuration_deberta.py,93,17
src\transformers\models\deberta_v2\configuration_deberta_v2.py,93,17
tests\models\owlvit\test_image_processing_owlvit.py,93,17
src\transformers\models\gpt_oss\configuration_gpt_oss.py,92,17
tests\models\deit\test_image_processing_deit.py,92,17
src\transformers\models\kosmos2_5\processing_kosmos2_5.py,91,17
tests\models\levit\test_image_processing_levit.py,90,17
tests\models\convnext\test_image_processing_convnext.py,89,17
src\transformers\models\layoutlmv2\image_processing_layoutlmv2_fast.py,81,17
tests\models\mobilenet_v1\test_image_processing_mobilenet_v1.py,79,17
tests\trainer\test_trainer_distributed_worker_seed.py,74,17
src\transformers\safetensors_conversion.py,73,17
src\transformers\models\dinov3_vit\image_processing_dinov3_vit_fast.py,63,17
src\transformers\models\granite_speech\processing_granite_speech.py,62,17
src\transformers\models\ernie4_5\modular_ernie4_5.py,58,17
src\transformers\models\speech_to_text\processing_speech_to_text.py,49,17
src\transformers\models\deprecated\speech_to_text_2\processing_speech_to_text_2.py,49,17
src\transformers\models\colpali\configuration_colpali.py,43,17
tests\models\qwen2\test_modeling_qwen2.py,390,16
tests\models\aria\test_processing_aria.py,228,16
examples\pytorch\continuous_batching.py,219,16
tests\models\rembert\test_tokenization_rembert.py,191,16
tests\models\big_bird\test_tokenization_big_bird.py,162,16
utils\check_modular_conversion.py,158,16
tests\models\camembert\test_tokenization_camembert.py,158,16
tests\models\xglm\test_tokenization_xglm.py,153,16
src\transformers\models\mm_grounding_dino\configuration_mm_grounding_dino.py,144,16
tests\models\chinese_clip\test_processing_chinese_clip.py,142,16
tests\models\ovis2\test_image_processing_ovis2.py,130,16
src\transformers\models\blip_2\configuration_blip_2.py,128,16
tests\models\instructblipvideo\test_processing_instructblipvideo.py,128,16
tests\models\clipseg\test_processing_clipseg.py,125,16
tests\models\align\test_processing_align.py,123,16
tests\generation\test_streamers.py,117,16
src\transformers\models\convnext\image_processing_convnext_fast.py,116,16
tests\models\bloom\test_tokenization_bloom.py,112,16
tests\models\vision_text_dual_encoder\test_processing_vision_text_dual_encoder.py,110,16
examples\modular-transformers\modeling_global_indexing.py,108,16
src\transformers\models\autoformer\configuration_autoformer.py,107,16
tests\models\granitemoehybrid\test_modeling_granitemoehybrid.py,105,16
src\transformers\models\time_series_transformer\configuration_time_series_transformer.py,100,16
tests\models\llama4\test_image_processing_llama4.py,97,16
tests\models\auto\test_configuration_auto.py,96,16
src\transformers\models\got_ocr2\configuration_got_ocr2.py,94,16
tests\models\hunyuan_v1_moe\test_modeling_hunyuan_v1_moe.py,92,16
src\transformers\models\rag\tokenization_rag.py,88,16
src\transformers\models\deberta\tokenization_deberta_fast.py,80,16
tests\models\pvt\test_image_processing_pvt.py,80,16
tests\models\vit\test_image_processing_vit.py,80,16
src\transformers\models\deprecated\open_llama\configuration_open_llama.py,73,16
src\transformers\models\idefics3\configuration_idefics3.py,72,16
src\transformers\models\smolvlm\configuration_smolvlm.py,72,16
src\transformers\integrations\accelerate.py,68,16
src\transformers\models\timm_wrapper\image_processing_timm_wrapper.py,68,16
src\transformers\pipelines\image_to_image.py,62,16
examples\quantization\custom_quantization.py,57,16
utils\sort_auto_mappings.py,53,16
src\transformers\models\deprecated\tvlt\processing_tvlt.py,40,16
tests\utils\import_structures\import_structure_register_with_comments.py,39,16
tests\utils\import_structures\import_structure_register_with_duplicates.py,39,16
src\transformers\models\whisper\processing_whisper.py,35,16
tests\pipelines\test_pipelines_image_text_to_text.py,351,15
tests\pipelines\test_pipelines_document_question_answering.py,341,15
tests\models\idefics2\test_processing_idefics2.py,236,15
src\transformers\models\d_fine\configuration_d_fine.py,215,15
tests\pipelines\test_pipelines_visual_question_answering.py,194,15
src\transformers\models\xlstm\configuration_xlstm.py,168,15
tests\models\exaone4\test_modeling_exaone4.py,163,15
src\transformers\models\instructblip\configuration_instructblip.py,126,15
src\transformers\models\instructblipvideo\configuration_instructblipvideo.py,126,15
tests\models\fsmt\test_tokenization_fsmt.py,115,15
src\transformers\models\deepseek_v3\configuration_deepseek_v3.py,114,15
tests\models\gpt_sw3\test_tokenization_gpt_sw3.py,110,15
src\transformers\commands\train.py,108,15
tests\models\clip\test_processing_clip.py,107,15
examples\modular-transformers\modeling_switch_function.py,105,15
src\transformers\models\llava_onevision\configuration_llava_onevision.py,105,15
src\transformers\models\jamba\configuration_jamba.py,103,15
tests\models\trocr\test_processing_trocr.py,99,15
utils\extract_warnings.py,97,15
tests\models\blip\test_processing_blip.py,97,15
conftest.py,95,15
src\transformers\models\xlnet\tokenization_xlnet_fast.py,93,15
src\transformers\models\bamba\configuration_bamba.py,91,15
src\transformers\models\phimoe\configuration_phimoe.py,85,15
tests\quantization\quark_integration\test_quark.py,85,15
tests\sagemaker\test_multi_node_data_parallel.py,84,15
tests\models\dia\test_tokenization_dia.py,80,15
tests\models\dots1\test_modeling_dots1.py,80,15
src\transformers\models\siglip\configuration_siglip.py,79,15
src\transformers\models\siglip2\configuration_siglip2.py,79,15
src\transformers\models\camembert\tokenization_camembert_fast.py,78,15
src\transformers\models\deberta_v2\tokenization_deberta_v2_fast.py,77,15
src\transformers\models\barthez\tokenization_barthez_fast.py,76,15
src\transformers\models\exaone4\configuration_exaone4.py,75,15
src\transformers\models\xlm_roberta\tokenization_xlm_roberta_fast.py,75,15
tests\utils\test_feature_extraction_utils.py,74,15
src\transformers\models\perceiver\image_processing_perceiver_fast.py,72,15
src\transformers\models\llava_next_video\configuration_llava_next_video.py,71,15
src\transformers\models\kyutai_speech_to_text\configuration_kyutai_speech_to_text.py,70,15
src\transformers\models\llava_next\configuration_llava_next.py,64,15
src\transformers\models\video_llava\configuration_video_llava.py,60,15
src\transformers\models\blip\processing_blip.py,58,15
tests\utils\test_file_utils.py,54,15
src\transformers\models\superglue\configuration_superglue.py,51,15
scripts\stale.py,48,15
src\transformers\pipelines\feature_extraction.py,45,15
src\transformers\onnx\utils.py,41,15
src\transformers\models\deepseek_vl_hybrid\configuration_deepseek_vl_hybrid.py,40,15
src\transformers\utils\model_parallel_utils.py,30,15
tests\deepspeed\test_model_zoo.py,246,14
tests\pipelines\test_pipelines_audio_classification.py,187,14
tests\models\florence2\test_processing_florence2.py,187,14
tests\pipelines\test_pipelines_mask_generation.py,141,14
tests\pipelines\test_pipelines_translation.py,129,14
tests\pipelines\test_pipelines_depth_estimation.py,121,14
tests\models\wav2vec2_bert\test_processing_wav2vec2_bert.py,113,14
tests\models\wav2vec2\test_processing_wav2vec2.py,112,14
src\transformers\models\segformer\modular_segformer.py,108,14
tests\models\smolvlm\test_video_processing_smolvlm.py,108,14
src\transformers\models\musicgen_melody\configuration_musicgen_melody.py,103,14
src\transformers\models\musicgen\configuration_musicgen.py,97,14
tests\models\speech_to_text\test_processing_speech_to_text.py,95,14
tests\models\llava_next_video\test_video_processing_llava_next_video.py,93,14
tests\models\perception_lm\test_video_processing_perception_lm.py,93,14
tests\models\pixtral\test_modeling_pixtral.py,93,14
src\transformers\models\encodec\configuration_encodec.py,88,14
tests\models\albert\test_tokenization_albert.py,86,14
src\transformers\models\voxtral\configuration_voxtral.py,84,14
src\transformers\models\splinter\tokenization_splinter_fast.py,81,14
tests\models\flex_olmo\test_modeling_flex_olmo.py,81,14
src\transformers\models\depth_anything\configuration_depth_anything.py,80,14
src\transformers\models\prompt_depth_anything\configuration_prompt_depth_anything.py,80,14
src\transformers\models\florence2\configuration_florence2.py,79,14
examples\legacy\seq2seq\old_test_calculate_rouge.py,77,14
src\transformers\models\qwen2_audio\configuration_qwen2_audio.py,76,14
tests\models\esm\test_tokenization_esm.py,73,14
src\transformers\models\fnet\tokenization_fnet_fast.py,70,14
src\transformers\models\instructblipvideo\video_processing_instructblipvideo.py,64,14
src\transformers\integrations\eetq.py,62,14
src\transformers\quantizers\quantizer_aqlm.py,62,14
tests\models\roformer\test_tokenization_roformer.py,60,14
src\transformers\quantizers\quantizer_vptq.py,58,14
tests\models\blenderbot_small\test_tokenization_blenderbot_small.py,58,14
src\transformers\quantizers\quantizer_spqr.py,54,14
src\transformers\models\dots1\modular_dots1.py,51,14
src\transformers\models\musicgen_melody\processing_musicgen_melody.py,48,14
src\transformers\models\musicgen\processing_musicgen.py,46,14
src\transformers\quantizers\quantizer_auto_round.py,44,14
tests\models\janus\test_processing_janus.py,360,13
src\transformers\models\auto\modeling_flax_auto.py,325,13
tests\pipelines\test_pipelines_zero_shot.py,241,13
tests\models\bert_generation\test_tokenization_bert_generation.py,195,13
src\transformers\models\rt_detr_v2\configuration_rt_detr_v2.py,181,13
src\transformers\models\whisper\configuration_whisper.py,173,13
tests\models\xlnet\test_tokenization_xlnet.py,167,13
tests\models\smollm3\test_modeling_smollm3.py,162,13
tests\models\jetmoe\test_modeling_jetmoe.py,146,13
src\transformers\models\clap\configuration_clap.py,142,13
tests\quantization\autoround\test_auto_round.py,140,13
tests\generation\test_fsdp.py,137,13
src\transformers\models\pix2struct\configuration_pix2struct.py,131,13
src\transformers\models\mask2former\configuration_mask2former.py,124,13
src\transformers\models\perceiver\configuration_perceiver.py,122,13
src\transformers\models\wav2vec2_bert\configuration_wav2vec2_bert.py,121,13
src\transformers\models\bridgetower\configuration_bridgetower.py,116,13
src\transformers\models\align\configuration_align.py,115,13
src\transformers\models\blip\configuration_blip.py,113,13
tests\models\nemotron\test_modeling_nemotron.py,111,13
src\transformers\models\kosmos2_5\configuration_kosmos2_5.py,110,13
src\transformers\models\kosmos2\configuration_kosmos2.py,108,13
tests\models\instructblip\test_processing_instructblip.py,107,13
src\transformers\models\dots1\configuration_dots1.py,103,13
src\transformers\models\nougat\processing_nougat.py,103,13
src\transformers\models\owlv2\configuration_owlv2.py,100,13
src\transformers\models\longformer\configuration_longformer.py,99,13
src\transformers\models\zamba\configuration_zamba.py,99,13
tests\pipelines\test_pipelines_video_classification.py,98,13
benchmark_v2\benches\llama.py,97,13
src\transformers\models\aimv2\configuration_aimv2.py,96,13
tests\sagemaker\test_multi_node_model_parallel.py,96,13
tests\models\arcee\test_modeling_arcee.py,92,13
tests\models\video_llava\test_video_processing_video_llava.py,89,13
examples\legacy\run_transfo_xl.py,88,13
tests\models\depth_pro\test_image_processing_depth_pro.py,85,13
src\transformers\convert_slow_tokenizers_checkpoints_to_fast.py,84,13
tests\models\instructblipvideo\test_video_processing_instructblipvideo.py,84,13
tests\models\llava_onevision\test_video_processing_llava_onevision.py,82,13
src\transformers\models\albert\tokenization_albert_fast.py,80,13
src\transformers\models\swin2sr\image_processing_swin2sr_fast.py,80,13
tests\models\ovis2\test_processor_ovis2.py,78,13
tests\models\git\test_processing_git.py,77,13
tests\models\seamless_m4t\test_processing_seamless_m4t.py,73,13
src\transformers\models\udop\configuration_udop.py,72,13
src\transformers\integrations\spqr.py,70,13
tests\models\clvp\test_processing_clvp.py,70,13
tests\quantization\compressed_tensors_integration\test_compressed_tensors.py,68,13
tests\generation\test_beam_constraints.py,66,13
tests\models\clap\test_processing_clap.py,66,13
tests\models\mgp_str\test_tokenization_mgp_str.py,63,13
tests\repo_utils\modular\test_conversion_order.py,60,13
src\transformers\models\parakeet\processing_parakeet.py,58,13
src\transformers\models\vitpose\configuration_vitpose.py,57,13
src\transformers\models\convnext\configuration_convnext.py,56,13
src\transformers\models\lightglue\configuration_lightglue.py,56,13
src\transformers\models\llava\configuration_llava.py,56,13
src\transformers\models\aya_vision\configuration_aya_vision.py,53,13
src\transformers\models\mgp_str\tokenization_mgp_str.py,47,13
src\transformers\models\perception_lm\configuration_perception_lm.py,37,13
src\transformers\models\parakeet\tokenization_parakeet_fast.py,24,13
tests\repo_utils\test_check_copies.py,328,12
tests\pipelines\test_pipelines_zero_shot_object_detection.py,198,12
src\transformers\models\rt_detr\configuration_rt_detr.py,180,12
src\transformers\models\speecht5\configuration_speecht5.py,172,12
tests\utils\test_masking_utils.py,169,12
tests\models\glm4\test_modeling_glm4.py,167,12
src\transformers\models\esm\openfold_utils\feats.py,164,12
tests\pipelines\test_pipelines_summarization.py,127,12
src\transformers\models\evolla\configuration_evolla.py,116,12
src\transformers\models\siglip2\image_processing_siglip2_fast.py,112,12
tests\models\gemma3\test_processing_gemma3.py,111,12
tests\pipelines\test_pipelines_image_feature_extraction.py,106,12
tests\models\herbert\test_tokenization_herbert.py,101,12
src\transformers\models\tvp\configuration_tvp.py,94,12
tests\models\phi\test_modeling_phi.py,94,12
src\transformers\models\mpt\configuration_mpt.py,92,12
src\transformers\models\shieldgemma2\modeling_shieldgemma2.py,90,12
src\transformers\models\funnel\tokenization_funnel_fast.py,88,12
src\transformers\models\parakeet\configuration_parakeet.py,86,12
tests\models\bark\test_processing_bark.py,84,12
tests\models\glm4_moe\test_modeling_glm4_moe.py,83,12
src\transformers\models\funnel\configuration_funnel.py,80,12
tests\models\llava\test_processing_llava.py,75,12
src\transformers\models\segformer\configuration_segformer.py,74,12
tests\models\internvl\test_video_processing_internvl.py,74,12
tests\sagemaker\test_single_node_gpu.py,73,12
